"x"
3.68880390754535
3.69804984909335
3.70042601729868
3.69597917126374
3.68477431603297
3.66689480620343
3.64244233829155
3.61153683696278
3.57431624004495
3.53093618710888
3.48156961630333
3.42640627407321
3.36565214236366
3.29952878791264
3.22827263825672
3.15213418911342
3.07137714785447
2.9862775178437
2.89712262847767
2.80421011583233
2.70784685888354
2.6083478763292
2.50603518909459
2.4012366536484
2.29428477129211
2.18551547861017
2.07526692427944
1.9638782374344
1.85168829276769
1.73903447751331
1.6262514654119
1.51367000269297
1.40161571102854
1.29040791231491
1.18035848002551
1.0717707217471
0.964938297365098
0.860144177200727
0.757659644224804
0.657743344279476
0.56064038803163
0.46658150816018
0.375782275044959
0.288442373978161
0.204744946661168
0.124855999481017
0.0489238807826461
-0.0229211709335092
-0.0905674062530256
-0.15392187019299
-0.212910632622018
-0.267478943035157
-0.317591309276884
-0.363231500120057
-0.404402471924121
-0.441126219910821
-0.47344355490907
-0.501413806731339
-0.525114455650848
-0.544640693750913
-0.560104918213961
-0.571636158907026
-0.579379442902012
-0.583495098841754
-0.5841580043261
-0.581556779745223
-0.575892932229245
-0.567379953613709
-0.556242376538725
-0.542714793005467
-0.527040839906818
-0.509472156229075
-0.49026731678878
-0.469690747522936
-0.448011627492297
-0.425502782886461
-0.402439578436495
-0.379098811746497
-0.355757616150376
-0.332692377785042
-0.310177672646901
-0.288485229465712
-0.26788292428904
-0.2486338127219
-0.230995205809323
-0.215217795582918
-0.20154483631317
-0.190211387511642
-0.181443624702349
-0.175458223914916
-0.1724618257211
-0.172650584406557
-0.176209807489486
-0.183313690189532
-0.194125148498622
-0.208795753038577
-0.227465763653773
-0.250264261301798
-0.27730936870685
-0.308708543586313
-0.344558916786068
-0.384947630459612
-0.429952105615832
-0.47964012955068
-0.53406959515033
-0.593287635467212
-0.657328762324939
-0.726211412124952
-0.799931986678938
-0.878454991060379
-0.961697119309192
-1.04950197505231
-1.14160031225886
-1.23754790627545
-1.33662894751848
-1.43770661396413
-1.53899375798818
-1.63770584850408
-1.72954892555778
-1.80799943876467
-1.86338317225369
-1.88193054282289
-1.84540197523029
-1.73263838364204
-1.52517269115498
-1.21827401292657
-0.833868927739371
-0.424007788929769
-0.0545468340659951
0.223158547300602
0.390014960844719
0.45579356951115
0.444477165131894
0.381543131846521
0.287770320181975
0.177929957104537
0.0616658378200152
-0.0551114261844259
-0.168997817280606
-0.278197029365899
-0.381914704030929
-0.479966541349627
-0.572528322607871
-0.659974487249258
-0.742768588913764
-0.821381007540044
-0.896217342044886
-0.967546326434527
-1.03542028397043
-1.09958532308232
-1.15938380828605
-1.21365892548386
-1.26068044932568
-1.29812060060204
-1.32311527627378
-1.33244271275921
-1.32283235206468
-1.29137956483753
-1.23599566031575
-1.15578767073461
-1.05126203926362
-0.92429025618784
-0.777847253923853
-0.615600977012081
-0.441463397659981
-0.25920124785267
-0.0721640948741408
0.116857927143833
0.305666904529699
0.492614976516494
0.676521673185312
0.856577539757351
1.03225125304872
1.20320920127592
1.36925071733479
1.53025871296059
1.68616376597757
1.83691913252745
1.98248419278439
2.12281416011224
2.2578542945431
2.38753726070736
2.51178261432088
2.63049767808977
2.74357928091062
2.85091599317092
2.95239060678664
3.04788269147633
3.13727111711298
3.22043647247481
3.29726333839618
3.3676423919473
3.43147233057727
3.48866161309212
3.53913001929877
3.58281003309926
3.61964805544688
3.64960545434501
3.67265945929968
3.68880390754535
