"","Wavelength..nm.","Intensity","X","Y"
"1870",560.483042137718,2577.13248638838,560.483042137718,2577.13248638838
"1868",560.739979445015,2558.98366606171,560.739979445015,2558.98366606171
"1867",560.996916752312,2549.90925589837,560.996916752312,2549.90925589837
"1866",561.253854059609,2540.83484573503,561.253854059609,2540.83484573503
"1865",561.510791366906,2531.76043557169,561.510791366906,2531.76043557169
"1863",561.767728674203,2513.61161524501,561.767728674203,2513.61161524501
"1862",562.024665981501,2504.53720508167,562.024665981501,2504.53720508167
"1860",562.281603288798,2486.38838475499,562.281603288798,2486.38838475499
"1859",562.538540596095,2477.31397459165,562.538540596095,2477.31397459165
"1858",562.795477903392,2468.23956442831,562.795477903392,2468.23956442831
"1857",563.052415210689,2459.16515426497,563.052415210689,2459.16515426497
"1856",563.309352517986,2450.09074410163,563.309352517986,2450.09074410163
"1854",563.566289825283,2431.94192377495,563.566289825283,2431.94192377495
"1853",563.82322713258,2422.86751361162,563.82322713258,2422.86751361162
"1852",564.080164439877,2413.79310344828,564.080164439877,2413.79310344828
"1850",564.337101747174,2395.6442831216,564.337101747174,2395.6442831216
"1849",564.594039054471,2386.56987295826,564.594039054471,2386.56987295826
"1848",564.850976361768,2377.49546279492,564.850976361768,2377.49546279492
"1847",565.107913669065,2368.42105263158,565.107913669065,2368.42105263158
"1846",565.364850976362,2359.34664246824,565.364850976362,2359.34664246824
"1845",565.621788283659,2350.2722323049,565.621788283659,2350.2722323049
"1844",565.878725590956,2341.19782214156,565.878725590956,2341.19782214156
"1843",566.135662898253,2332.12341197822,566.135662898253,2332.12341197822
"1842",566.39260020555,2323.04900181488,566.39260020555,2323.04900181488
"1841",566.649537512847,2313.97459165154,566.649537512847,2313.97459165154
"1840",566.906474820144,2304.9001814882,566.906474820144,2304.9001814882
"1839",567.163412127441,2295.82577132486,567.163412127441,2295.82577132486
"1838",567.420349434738,2286.75136116152,567.420349434738,2286.75136116152
"1837",567.677286742035,2277.67695099819,567.677286742035,2277.67695099819
"1836",567.934224049332,2268.60254083485,567.934224049332,2268.60254083485
"1835",568.191161356629,2259.52813067151,568.191161356629,2259.52813067151
"1833",568.448098663926,2241.37931034483,568.448098663926,2241.37931034483
"1831",568.705035971223,2223.23049001815,568.705035971223,2223.23049001815
"1830",568.96197327852,2214.15607985481,568.96197327852,2214.15607985481
"1828",569.218910585817,2196.00725952813,569.218910585817,2196.00725952813
"1827",569.475847893114,2186.93284936479,569.475847893114,2186.93284936479
"1826",569.732785200411,2177.85843920145,569.732785200411,2177.85843920145
"1825",569.989722507708,2168.78402903811,569.989722507708,2168.78402903811
"1824",570.246659815005,2159.70961887477,570.246659815005,2159.70961887477
"1823",570.503597122302,2150.63520871143,570.503597122302,2150.63520871143
"1822",570.760534429599,2141.56079854809,570.760534429599,2141.56079854809
"1820",571.017471736896,2123.41197822142,571.017471736896,2123.41197822142
"1819",571.274409044193,2114.33756805808,571.274409044193,2114.33756805808
"1818",571.53134635149,2105.26315789474,571.53134635149,2105.26315789474
"1816",571.788283658787,2087.11433756806,571.788283658787,2087.11433756806
"1815",572.045220966084,2078.03992740472,572.045220966084,2078.03992740472
"1814",572.302158273381,2068.96551724138,572.302158273381,2068.96551724138
"1813",572.559095580678,2059.89110707804,572.559095580678,2059.89110707804
"1812",572.816032887975,2050.8166969147,572.816032887975,2050.8166969147
"1810",573.072970195272,2032.66787658802,573.072970195272,2032.66787658802
"1809",573.329907502569,2023.59346642468,573.329907502569,2023.59346642468
"1808",573.586844809866,2014.51905626134,573.586844809866,2014.51905626134
"1807",573.843782117163,2005.444646098,573.843782117163,2005.444646098
"1806",574.10071942446,1996.37023593466,574.10071942446,1996.37023593466
"1804",574.357656731757,1978.22141560799,574.357656731757,1978.22141560799
"1803",574.614594039055,1969.14700544465,574.614594039055,1969.14700544465
"1802",574.871531346352,1960.07259528131,574.871531346352,1960.07259528131
"1800",575.128468653648,1941.92377495463,575.128468653648,1941.92377495463
"1799",575.385405960945,1932.84936479129,575.385405960945,1932.84936479129
"1797",575.642343268242,1914.70054446461,575.642343268242,1914.70054446461
"1795",575.89928057554,1896.55172413793,575.89928057554,1896.55172413793
"1794",576.156217882837,1887.47731397459,576.156217882837,1887.47731397459
"1792",576.413155190134,1869.32849364791,576.413155190134,1869.32849364791
"1791",576.670092497431,1860.25408348457,576.670092497431,1860.25408348457
"1789",576.927029804728,1842.10526315789,576.927029804728,1842.10526315789
"1788",577.183967112025,1833.03085299456,577.183967112025,1833.03085299456
"1786",577.440904419322,1814.88203266788,577.440904419322,1814.88203266788
"1785",577.697841726619,1805.80762250454,577.697841726619,1805.80762250454
"1784",577.954779033916,1796.7332123412,577.954779033916,1796.7332123412
"1782",578.211716341213,1778.58439201452,578.211716341213,1778.58439201452
"1781",578.46865364851,1769.50998185118,578.46865364851,1769.50998185118
"1779",578.725590955807,1751.3611615245,578.725590955807,1751.3611615245
"1778",578.982528263104,1742.28675136116,578.982528263104,1742.28675136116
"1777",579.239465570401,1733.21234119782,579.239465570401,1733.21234119782
"1776",579.496402877698,1724.13793103448,579.496402877698,1724.13793103448
"1774",579.753340184995,1705.9891107078,579.753340184995,1705.9891107078
"1773",580.010277492292,1696.91470054446,580.010277492292,1696.91470054446
"1772",580.267214799589,1687.84029038113,580.267214799589,1687.84029038113
"1770",580.524152106886,1669.69147005445,580.524152106886,1669.69147005445
"1769",580.781089414183,1660.61705989111,580.781089414183,1660.61705989111
"1768",581.03802672148,1651.54264972777,581.03802672148,1651.54264972777
"1767",581.294964028777,1642.46823956443,581.294964028777,1642.46823956443
"1766",581.551901336074,1633.39382940109,581.551901336074,1633.39382940109
"1765",581.808838643371,1624.31941923775,581.808838643371,1624.31941923775
"1763",582.065775950668,1606.17059891107,582.065775950668,1606.17059891107
"1762",582.322713257965,1597.09618874773,582.322713257965,1597.09618874773
"1761",582.579650565262,1588.02177858439,582.579650565262,1588.02177858439
"1760",582.836587872559,1578.94736842105,582.836587872559,1578.94736842105
"1759",583.093525179856,1569.87295825771,583.093525179856,1569.87295825771
"1758",583.350462487153,1560.79854809437,583.350462487153,1560.79854809437
"1757",583.60739979445,1551.72413793103,583.60739979445,1551.72413793103
"1756",583.864337101747,1542.6497277677,583.864337101747,1542.6497277677
"1755",584.121274409044,1533.57531760436,584.121274409044,1533.57531760436
"1754",584.378211716341,1524.50090744102,584.378211716341,1524.50090744102
"1753",584.635149023638,1515.42649727768,584.635149023638,1515.42649727768
"1752",584.892086330935,1506.35208711434,584.892086330935,1506.35208711434
"1751",585.149023638232,1497.277676951,585.149023638232,1497.277676951
"1750",585.405960945529,1497.277676951,585.405960945529,1497.277676951
"1749",585.662898252826,1488.20326678766,585.662898252826,1488.20326678766
"1748",585.919835560123,1479.12885662432,585.919835560123,1479.12885662432
"1747",586.17677286742,1470.05444646098,586.17677286742,1470.05444646098
"1746",586.433710174717,1460.98003629764,586.433710174717,1460.98003629764
"1745",586.690647482014,1451.9056261343,586.690647482014,1451.9056261343
"1744",586.947584789311,1451.9056261343,586.947584789311,1451.9056261343
"1743",587.204522096608,1442.83121597096,587.204522096608,1442.83121597096
"1742",587.461459403905,1433.75680580762,587.461459403905,1433.75680580762
"1741",587.718396711202,1424.68239564428,587.718396711202,1424.68239564428
"1740",587.9753340185,1424.68239564428,587.9753340185,1424.68239564428
"1739",588.232271325797,1415.60798548094,588.232271325797,1415.60798548094
"1738",588.489208633094,1406.5335753176,588.489208633094,1406.5335753176
"1737",588.746145940391,1397.45916515427,588.746145940391,1397.45916515427
"1736",589.003083247688,1388.38475499093,589.003083247688,1388.38475499093
"1735",589.260020554985,1388.38475499093,589.260020554985,1388.38475499093
"1734",589.516957862282,1379.31034482759,589.516957862282,1379.31034482759
"1733",589.773895169579,1370.23593466425,589.773895169579,1370.23593466425
"1732",590.030832476876,1361.16152450091,590.030832476876,1361.16152450091
"1731",590.287769784173,1361.16152450091,590.287769784173,1361.16152450091
"1730",590.54470709147,1352.08711433757,590.54470709147,1352.08711433757
"1729",590.801644398767,1343.01270417423,590.801644398767,1343.01270417423
"1728",591.058581706064,1333.93829401089,591.058581706064,1333.93829401089
"1727",591.315519013361,1324.86388384755,591.315519013361,1324.86388384755
"1726",591.572456320658,1324.86388384755,591.572456320658,1324.86388384755
"1725",591.829393627955,1315.78947368421,591.829393627955,1315.78947368421
"1724",592.086330935252,1306.71506352087,592.086330935252,1306.71506352087
"1723",592.343268242549,1306.71506352087,592.343268242549,1306.71506352087
"1722",592.600205549846,1297.64065335753,592.600205549846,1297.64065335753
"1721",592.857142857143,1288.56624319419,592.857142857143,1288.56624319419
"1720",593.11408016444,1279.49183303085,593.11408016444,1279.49183303085
"1719",593.371017471737,1270.41742286751,593.371017471737,1270.41742286751
"1718",593.627954779034,1261.34301270417,593.627954779034,1261.34301270417
"1717",593.884892086331,1252.26860254083,593.884892086331,1252.26860254083
"1716",594.141829393628,1243.1941923775,594.141829393628,1243.1941923775
"1715",594.398766700925,1234.11978221416,594.398766700925,1234.11978221416
"1714",594.655704008222,1225.04537205082,594.655704008222,1225.04537205082
"1713",594.912641315519,1215.97096188748,594.912641315519,1215.97096188748
"1712",595.169578622816,1215.97096188748,595.169578622816,1215.97096188748
"1711",595.426515930113,1206.89655172414,595.426515930113,1206.89655172414
"1710",595.68345323741,1197.8221415608,595.68345323741,1197.8221415608
"1709",595.940390544707,1188.74773139746,595.940390544707,1188.74773139746
"1708",596.197327852004,1179.67332123412,596.197327852004,1179.67332123412
"1707",596.454265159301,1170.59891107078,596.454265159301,1170.59891107078
"1706",596.711202466598,1161.52450090744,596.711202466598,1161.52450090744
"1705",596.968139773895,1161.52450090744,596.968139773895,1161.52450090744
"1704",597.225077081192,1152.4500907441,597.225077081192,1152.4500907441
"1702",597.482014388489,1134.30127041742,597.482014388489,1134.30127041742
"1701",597.738951695786,1125.22686025408,597.738951695786,1125.22686025408
"1700",597.995889003083,1116.15245009074,597.995889003083,1116.15245009074
"1699",598.25282631038,1116.15245009074,598.25282631038,1116.15245009074
"1698",598.509763617677,1107.0780399274,598.509763617677,1107.0780399274
"1697",598.766700924974,1098.00362976407,598.766700924974,1098.00362976407
"1696",599.023638232271,1088.92921960073,599.023638232271,1088.92921960073
"1695",599.280575539568,1079.85480943739,599.280575539568,1079.85480943739
"1694",599.537512846865,1070.78039927405,599.537512846865,1070.78039927405
"1693",599.794450154162,1061.70598911071,599.794450154162,1061.70598911071
"1692",600.051387461459,1052.63157894737,600.051387461459,1052.63157894737
"1691",600.308324768756,1052.63157894737,600.308324768756,1052.63157894737
"1690",600.565262076053,1043.55716878403,600.565262076053,1043.55716878403
"1689",600.82219938335,1034.48275862069,600.82219938335,1034.48275862069
"1688",601.079136690647,1034.48275862069,601.079136690647,1034.48275862069
"1687",601.336073997944,1025.40834845735,601.336073997944,1025.40834845735
"1686",601.593011305242,1025.40834845735,601.593011305242,1025.40834845735
"1685",601.849948612539,1016.33393829401,601.849948612539,1016.33393829401
"1684",602.106885919836,1016.33393829401,602.106885919836,1016.33393829401
"1683",602.363823227133,1007.25952813067,602.363823227133,1007.25952813067
"1682",602.62076053443,1007.25952813067,602.62076053443,1007.25952813067
"1681",602.877697841727,998.185117967332,602.877697841727,998.185117967332
"1680",603.134635149024,998.185117967332,603.134635149024,998.185117967332
"1679",603.391572456321,989.110707803993,603.391572456321,989.110707803993
"1678",603.648509763618,989.110707803993,603.648509763618,989.110707803993
"1677",603.905447070915,980.036297640653,603.905447070915,980.036297640653
"1676",604.162384378212,980.036297640653,604.162384378212,980.036297640653
"1675",604.419321685509,970.961887477314,604.419321685509,970.961887477314
"1674",604.676258992806,970.961887477314,604.676258992806,970.961887477314
"1673",604.933196300103,961.887477313975,604.933196300103,961.887477313975
"1672",605.1901336074,961.887477313975,605.1901336074,961.887477313975
"1671",605.447070914697,952.813067150635,605.447070914697,952.813067150635
"1670",605.704008221994,952.813067150635,605.704008221994,952.813067150635
"1669",605.960945529291,943.738656987296,605.960945529291,943.738656987296
"1668",606.217882836588,943.738656987296,606.217882836588,943.738656987296
"1667",606.474820143885,934.664246823956,606.474820143885,934.664246823956
"1666",606.731757451182,925.589836660617,606.731757451182,925.589836660617
"1665",606.988694758479,925.589836660617,606.988694758479,925.589836660617
"1664",607.245632065776,916.515426497278,607.245632065776,916.515426497278
"1663",607.502569373073,907.441016333938,607.502569373073,907.441016333938
"1662",607.75950668037,898.366606170599,607.75950668037,898.366606170599
"1661",608.016443987667,898.366606170599,608.016443987667,898.366606170599
"1660",608.273381294964,889.29219600726,608.273381294964,889.29219600726
"1659",608.530318602261,889.29219600726,608.530318602261,889.29219600726
"1658",608.787255909558,880.21778584392,608.787255909558,880.21778584392
"1657",609.044193216855,871.143375680581,609.044193216855,871.143375680581
"1656",609.301130524152,862.068965517241,609.301130524152,862.068965517241
"1655",609.558067831449,862.068965517241,609.558067831449,862.068965517241
"1654",609.815005138746,852.994555353902,609.815005138746,852.994555353902
"1653",610.071942446043,843.920145190563,610.071942446043,843.920145190563
"1652",610.32887975334,843.920145190563,610.32887975334,843.920145190563
"1651",610.585817060637,834.845735027223,610.585817060637,834.845735027223
"1650",610.842754367934,825.771324863884,610.842754367934,825.771324863884
"1649",611.099691675231,825.771324863884,611.099691675231,825.771324863884
"1648",611.356628982528,816.696914700545,611.356628982528,816.696914700545
"1647",611.613566289825,807.622504537205,611.613566289825,807.622504537205
"1646",611.870503597122,798.548094373866,611.870503597122,798.548094373866
"1645",612.127440904419,789.473684210526,612.127440904419,789.473684210526
"1644",612.384378211716,789.473684210526,612.384378211716,789.473684210526
"1643",612.641315519013,780.399274047187,612.641315519013,780.399274047187
"1642",612.89825282631,771.324863883848,612.89825282631,771.324863883848
"1641",613.155190133607,771.324863883848,613.155190133607,771.324863883848
"1640",613.412127440904,762.250453720508,613.412127440904,762.250453720508
"1639",613.669064748201,753.176043557169,613.669064748201,753.176043557169
"1638",613.926002055498,753.176043557169,613.926002055498,753.176043557169
"1637",614.182939362795,744.101633393829,614.182939362795,744.101633393829
"1636",614.439876670093,735.02722323049,614.439876670093,735.02722323049
"1635",614.69681397739,735.02722323049,614.69681397739,735.02722323049
"1634",614.953751284687,725.952813067151,614.953751284687,725.952813067151
"1633",615.210688591984,725.952813067151,615.210688591984,725.952813067151
"1632",615.467625899281,716.878402903811,615.467625899281,716.878402903811
"1631",615.724563206578,716.878402903811,615.724563206578,716.878402903811
"1630",615.981500513875,707.803992740472,615.981500513875,707.803992740472
"1629",616.238437821172,698.729582577133,616.238437821172,698.729582577133
"1628",616.495375128469,698.729582577133,616.495375128469,698.729582577133
"1627",616.752312435766,689.655172413793,616.752312435766,689.655172413793
"1626",617.009249743063,689.655172413793,617.009249743063,689.655172413793
"1625",617.26618705036,680.580762250454,617.26618705036,680.580762250454
"1624",617.523124357657,680.580762250454,617.523124357657,680.580762250454
"1623",617.780061664954,680.580762250454,617.780061664954,680.580762250454
"1622",618.036998972251,671.506352087114,618.036998972251,671.506352087114
"1621",618.293936279548,671.506352087114,618.293936279548,671.506352087114
"1620",618.550873586845,671.506352087114,618.550873586845,671.506352087114
"1619",618.807810894142,662.431941923775,618.807810894142,662.431941923775
"1618",619.064748201439,662.431941923775,619.064748201439,662.431941923775
"1617",619.321685508736,662.431941923775,619.321685508736,662.431941923775
"1616",619.578622816033,653.357531760436,619.578622816033,653.357531760436
"1615",619.83556012333,653.357531760436,619.83556012333,653.357531760436
"1614",620.092497430627,653.357531760436,620.092497430627,653.357531760436
"1613",620.349434737924,653.357531760436,620.349434737924,653.357531760436
"1612",620.606372045221,644.283121597096,620.606372045221,644.283121597096
"1611",620.863309352518,644.283121597096,620.863309352518,644.283121597096
"1610",621.120246659815,644.283121597096,621.120246659815,644.283121597096
"1609",621.377183967112,644.283121597096,621.377183967112,644.283121597096
"1608",621.634121274409,635.208711433757,621.634121274409,635.208711433757
"1607",621.891058581706,635.208711433757,621.891058581706,635.208711433757
"1606",622.147995889003,635.208711433757,622.147995889003,635.208711433757
"1605",622.4049331963,626.134301270417,622.4049331963,626.134301270417
"1604",622.661870503597,626.134301270417,622.661870503597,626.134301270417
"1603",622.918807810894,626.134301270417,622.918807810894,626.134301270417
"1602",623.175745118191,617.059891107078,623.175745118191,617.059891107078
"1601",623.432682425488,617.059891107078,623.432682425488,617.059891107078
"1600",623.689619732785,617.059891107078,623.689619732785,617.059891107078
"1599",623.946557040082,607.985480943739,623.946557040082,607.985480943739
"1598",624.203494347379,607.985480943739,624.203494347379,607.985480943739
"1597",624.460431654676,607.985480943739,624.460431654676,607.985480943739
"1596",624.717368961973,598.911070780399,624.717368961973,598.911070780399
"1595",624.97430626927,598.911070780399,624.97430626927,598.911070780399
"1594",625.231243576567,589.83666061706,625.231243576567,589.83666061706
"1593",625.488180883864,589.83666061706,625.488180883864,589.83666061706
"1592",625.745118191161,580.762250453721,625.745118191161,580.762250453721
"1591",626.002055498458,580.762250453721,626.002055498458,580.762250453721
"1590",626.258992805755,580.762250453721,626.258992805755,580.762250453721
"1589",626.515930113052,571.687840290381,626.515930113052,571.687840290381
"1588",626.772867420349,571.687840290381,626.772867420349,571.687840290381
"1587",627.029804727646,562.613430127042,627.029804727646,562.613430127042
"1586",627.286742034943,562.613430127042,627.286742034943,562.613430127042
"1585",627.54367934224,553.539019963702,627.54367934224,553.539019963702
"1584",627.800616649537,553.539019963702,627.800616649537,553.539019963702
"1583",628.057553956835,544.464609800363,628.057553956835,544.464609800363
"1582",628.314491264132,535.390199637024,628.314491264132,535.390199637024
"1581",628.571428571429,535.390199637024,628.571428571429,535.390199637024
"1580",628.828365878726,526.315789473684,628.828365878726,526.315789473684
"1579",629.085303186023,526.315789473684,629.085303186023,526.315789473684
"1578",629.34224049332,517.241379310345,629.34224049332,517.241379310345
"1577",629.599177800617,517.241379310345,629.599177800617,517.241379310345
"1576",629.856115107914,508.166969147005,629.856115107914,508.166969147005
"1575",630.113052415211,508.166969147005,630.113052415211,508.166969147005
"1574",630.369989722508,508.166969147005,630.369989722508,508.166969147005
"1573",630.626927029805,499.092558983666,630.626927029805,499.092558983666
"1572",630.883864337102,499.092558983666,630.883864337102,499.092558983666
"1571",631.140801644399,499.092558983666,631.140801644399,499.092558983666
"1570",631.397738951696,499.092558983666,631.397738951696,499.092558983666
"1569",631.654676258993,499.092558983666,631.654676258993,499.092558983666
"1568",631.91161356629,499.092558983666,631.91161356629,499.092558983666
"1567",632.168550873587,490.018148820327,632.168550873587,490.018148820327
"1566",632.425488180884,490.018148820327,632.425488180884,490.018148820327
"1565",632.682425488181,490.018148820327,632.682425488181,490.018148820327
"1564",632.939362795478,490.018148820327,632.939362795478,490.018148820327
"1563",633.196300102775,490.018148820327,633.196300102775,490.018148820327
"1562",633.453237410072,490.018148820327,633.453237410072,490.018148820327
"1561",633.710174717369,490.018148820327,633.710174717369,490.018148820327
"1560",633.967112024666,490.018148820327,633.967112024666,490.018148820327
"1559",634.224049331963,490.018148820327,634.224049331963,490.018148820327
"1558",634.48098663926,490.018148820327,634.48098663926,490.018148820327
"1557",634.737923946557,490.018148820327,634.737923946557,490.018148820327
"1556",634.994861253854,490.018148820327,634.994861253854,490.018148820327
"1555",635.251798561151,480.943738656987,635.251798561151,480.943738656987
"1554",635.508735868448,480.943738656987,635.508735868448,480.943738656987
"1553",635.765673175745,480.943738656987,635.765673175745,480.943738656987
"1552",636.022610483042,480.943738656987,636.022610483042,480.943738656987
"1551",636.279547790339,480.943738656987,636.279547790339,480.943738656987
"1550",636.536485097636,480.943738656987,636.536485097636,480.943738656987
"1549",636.793422404933,480.943738656987,636.793422404933,480.943738656987
"1548",637.05035971223,480.943738656987,637.05035971223,480.943738656987
"1547",637.307297019527,480.943738656987,637.307297019527,480.943738656987
"1546",637.564234326824,480.943738656987,637.564234326824,480.943738656987
"1545",637.821171634121,471.869328493648,637.821171634121,471.869328493648
"1544",638.078108941418,471.869328493648,638.078108941418,471.869328493648
"1543",638.335046248715,471.869328493648,638.335046248715,471.869328493648
"1542",638.591983556012,471.869328493648,638.591983556012,471.869328493648
"1541",638.848920863309,462.794918330309,638.848920863309,462.794918330309
"1540",639.105858170606,462.794918330309,639.105858170606,462.794918330309
"1539",639.362795477903,453.720508166969,639.362795477903,453.720508166969
"1538",639.6197327852,453.720508166969,639.6197327852,453.720508166969
"1537",639.876670092497,453.720508166969,639.876670092497,453.720508166969
"1536",640.133607399794,444.64609800363,640.133607399794,444.64609800363
"1535",640.390544707092,444.64609800363,640.390544707092,444.64609800363
"1534",640.647482014389,444.64609800363,640.647482014389,444.64609800363
"1533",640.904419321686,444.64609800363,640.904419321686,444.64609800363
"1532",641.161356628983,435.57168784029,641.161356628983,435.57168784029
"1531",641.418293936279,435.57168784029,641.418293936279,435.57168784029
"1530",641.675231243577,435.57168784029,641.675231243577,435.57168784029
"1529",641.932168550874,426.497277676951,641.932168550874,426.497277676951
"1528",642.189105858171,426.497277676951,642.189105858171,426.497277676951
"1527",642.446043165468,426.497277676951,642.446043165468,426.497277676951
"1526",642.702980472765,426.497277676951,642.702980472765,426.497277676951
"1525",642.959917780062,426.497277676951,642.959917780062,426.497277676951
"1524",643.216855087359,417.422867513612,643.216855087359,417.422867513612
"1523",643.473792394656,417.422867513612,643.473792394656,417.422867513612
"1522",643.730729701953,417.422867513612,643.730729701953,417.422867513612
"1521",643.98766700925,417.422867513612,643.98766700925,417.422867513612
"1520",644.244604316547,417.422867513612,644.244604316547,417.422867513612
"1519",644.501541623844,417.422867513612,644.501541623844,417.422867513612
"1518",644.758478931141,408.348457350272,644.758478931141,408.348457350272
"1517",645.015416238438,408.348457350272,645.015416238438,408.348457350272
"1516",645.272353545735,408.348457350272,645.272353545735,408.348457350272
"1515",645.529290853032,399.274047186933,645.529290853032,399.274047186933
"1514",645.786228160329,399.274047186933,645.786228160329,399.274047186933
"1513",646.043165467626,399.274047186933,646.043165467626,399.274047186933
"1512",646.300102774923,399.274047186933,646.300102774923,399.274047186933
"1511",646.55704008222,390.199637023593,646.55704008222,390.199637023593
"1510",646.813977389517,390.199637023593,646.813977389517,390.199637023593
"1509",647.070914696814,390.199637023593,647.070914696814,390.199637023593
"1508",647.327852004111,390.199637023593,647.327852004111,390.199637023593
"1507",647.584789311408,390.199637023593,647.584789311408,390.199637023593
"1506",647.841726618705,390.199637023593,647.841726618705,390.199637023593
"1505",648.098663926002,390.199637023593,648.098663926002,390.199637023593
"1504",648.355601233299,381.125226860254,648.355601233299,381.125226860254
"1503",648.612538540596,381.125226860254,648.612538540596,381.125226860254
"1502",648.869475847893,381.125226860254,648.869475847893,381.125226860254
"1501",649.12641315519,372.050816696915,649.12641315519,372.050816696915
"1500",649.383350462487,372.050816696915,649.383350462487,372.050816696915
"1499",649.640287769784,372.050816696915,649.640287769784,372.050816696915
"1498",649.897225077081,362.976406533575,649.897225077081,362.976406533575
"1497",650.154162384378,362.976406533575,650.154162384378,362.976406533575
"1496",650.411099691675,362.976406533575,650.411099691675,362.976406533575
"1495",650.668036998972,362.976406533575,650.668036998972,362.976406533575
"1494",650.924974306269,362.976406533575,650.924974306269,362.976406533575
"1493",651.181911613566,353.901996370236,651.181911613566,353.901996370236
"1492",651.438848920863,353.901996370236,651.438848920863,353.901996370236
"1491",651.69578622816,344.827586206897,651.69578622816,344.827586206897
"1490",651.952723535457,335.753176043557,651.952723535457,335.753176043557
"1489",652.209660842754,335.753176043557,652.209660842754,335.753176043557
"1488",652.466598150051,326.678765880218,652.466598150051,326.678765880218
"1487",652.723535457348,326.678765880218,652.723535457348,326.678765880218
"1486",652.980472764645,317.604355716878,652.980472764645,317.604355716878
"1485",653.237410071942,317.604355716878,653.237410071942,317.604355716878
"1484",653.494347379239,308.529945553539,653.494347379239,308.529945553539
"1483",653.751284686536,308.529945553539,653.751284686536,308.529945553539
"1482",654.008221993834,299.4555353902,654.008221993834,299.4555353902
"1481",654.265159301131,299.4555353902,654.265159301131,299.4555353902
"1480",654.522096608428,299.4555353902,654.522096608428,299.4555353902
"1479",654.779033915725,290.38112522686,654.779033915725,290.38112522686
"1478",655.035971223022,290.38112522686,655.035971223022,290.38112522686
"1477",655.292908530319,281.306715063521,655.292908530319,281.306715063521
"1476",655.549845837616,281.306715063521,655.549845837616,281.306715063521
"1475",655.806783144913,281.306715063521,655.806783144913,281.306715063521
"1474",656.06372045221,281.306715063521,656.06372045221,281.306715063521
"1473",656.320657759507,281.306715063521,656.320657759507,281.306715063521
"1472",656.577595066804,272.232304900181,656.577595066804,272.232304900181
"1471",656.834532374101,272.232304900181,656.834532374101,272.232304900181
"1470",657.091469681398,272.232304900181,657.091469681398,272.232304900181
"1469",657.348406988695,263.157894736842,657.348406988695,263.157894736842
"1468",657.605344295992,263.157894736842,657.605344295992,263.157894736842
"1467",657.862281603289,254.083484573503,657.862281603289,254.083484573503
"1466",658.119218910586,254.083484573503,658.119218910586,254.083484573503
"1465",658.376156217883,254.083484573503,658.376156217883,254.083484573503
"1464",658.63309352518,254.083484573503,658.63309352518,254.083484573503
"1463",658.890030832477,245.009074410163,658.890030832477,245.009074410163
"1462",659.146968139774,245.009074410163,659.146968139774,245.009074410163
"1461",659.403905447071,245.009074410163,659.403905447071,245.009074410163
"1460",659.660842754368,245.009074410163,659.660842754368,245.009074410163
"1459",659.917780061665,245.009074410163,659.917780061665,245.009074410163
"1458",660.174717368962,245.009074410163,660.174717368962,245.009074410163
"1457",660.431654676259,245.009074410163,660.431654676259,245.009074410163
"1456",660.688591983556,245.009074410163,660.688591983556,245.009074410163
"1455",660.945529290853,245.009074410163,660.945529290853,245.009074410163
"1454",661.20246659815,245.009074410163,661.20246659815,245.009074410163
"1453",661.459403905447,245.009074410163,661.459403905447,245.009074410163
"1452",661.716341212744,245.009074410163,661.716341212744,245.009074410163
"1451",661.973278520041,245.009074410163,661.973278520041,245.009074410163
"1450",662.230215827338,245.009074410163,662.230215827338,245.009074410163
"1449",662.487153134635,245.009074410163,662.487153134635,245.009074410163
"1448",662.744090441932,245.009074410163,662.744090441932,245.009074410163
"1447",663.001027749229,245.009074410163,663.001027749229,245.009074410163
"1446",663.257965056526,245.009074410163,663.257965056526,245.009074410163
"1445",663.514902363823,245.009074410163,663.514902363823,245.009074410163
"1444",663.77183967112,245.009074410163,663.77183967112,245.009074410163
"1443",664.028776978417,245.009074410163,664.028776978417,245.009074410163
"1442",664.285714285714,245.009074410163,664.285714285714,245.009074410163
"1441",664.542651593011,245.009074410163,664.542651593011,245.009074410163
"1440",664.799588900308,245.009074410163,664.799588900308,245.009074410163
"1439",665.056526207605,245.009074410163,665.056526207605,245.009074410163
"1438",665.313463514902,245.009074410163,665.313463514902,245.009074410163
"1437",665.570400822199,235.934664246824,665.570400822199,235.934664246824
"1436",665.827338129496,235.934664246824,665.827338129496,235.934664246824
"1435",666.084275436793,235.934664246824,666.084275436793,235.934664246824
"1434",666.34121274409,235.934664246824,666.34121274409,235.934664246824
"1433",666.598150051387,226.860254083485,666.598150051387,226.860254083485
"1432",666.855087358685,226.860254083485,666.855087358685,226.860254083485
"1431",667.112024665981,226.860254083485,667.112024665981,226.860254083485
"1430",667.368961973278,226.860254083485,667.368961973278,226.860254083485
"1429",667.625899280576,226.860254083485,667.625899280576,226.860254083485
"1428",667.882836587873,226.860254083485,667.882836587873,226.860254083485
"1427",668.13977389517,217.785843920145,668.13977389517,217.785843920145
"1426",668.396711202467,217.785843920145,668.396711202467,217.785843920145
"1425",668.653648509764,217.785843920145,668.653648509764,217.785843920145
"1424",668.910585817061,217.785843920145,668.910585817061,217.785843920145
"1423",669.167523124358,217.785843920145,669.167523124358,217.785843920145
"1422",669.424460431655,217.785843920145,669.424460431655,217.785843920145
"1421",669.681397738952,217.785843920145,669.681397738952,217.785843920145
