"","Wavelength..nm.","Intensity","X","Y"
"1942",546.865364850976,3212.34119782214,546.865364850976,3212.34119782214
"1941",547.122302158273,3203.2667876588,547.122302158273,3203.2667876588
"1940",547.37923946557,3194.19237749546,547.37923946557,3194.19237749546
"1939",547.636176772867,3185.11796733212,547.636176772867,3185.11796733212
"1937",547.893114080164,3166.96914700544,547.893114080164,3166.96914700544
"1936",548.150051387461,3157.89473684211,548.150051387461,3157.89473684211
"1935",548.406988694759,3148.82032667877,548.406988694759,3148.82032667877
"1934",548.663926002056,3139.74591651543,548.663926002056,3139.74591651543
"1933",548.920863309353,3130.67150635209,548.920863309353,3130.67150635209
"1932",549.17780061665,3130.67150635209,549.17780061665,3130.67150635209
"1931",549.434737923947,3121.59709618875,549.434737923947,3121.59709618875
"1930",549.691675231244,3112.52268602541,549.691675231244,3112.52268602541
"1929",549.948612538541,3103.44827586207,549.948612538541,3103.44827586207
"1928",550.205549845838,3094.37386569873,550.205549845838,3094.37386569873
"1927",550.462487153135,3094.37386569873,550.462487153135,3094.37386569873
"1925",550.719424460432,3076.22504537205,550.719424460432,3076.22504537205
"1924",550.976361767729,3067.15063520871,550.976361767729,3067.15063520871
"1923",551.233299075026,3058.07622504537,551.233299075026,3058.07622504537
"1922",551.490236382323,3049.00181488203,551.490236382323,3049.00181488203
"1920",551.74717368962,3030.85299455535,551.74717368962,3030.85299455535
"1919",552.004110996917,3021.77858439201,552.004110996917,3021.77858439201
"1918",552.261048304214,3012.70417422868,552.261048304214,3012.70417422868
"1917",552.517985611511,3003.62976406534,552.517985611511,3003.62976406534
"1916",552.774922918808,2994.555353902,552.774922918808,2994.555353902
"1914",553.031860226105,2976.40653357532,553.031860226105,2976.40653357532
"1912",553.288797533402,2958.25771324864,553.288797533402,2958.25771324864
"1911",553.545734840699,2949.1833030853,553.545734840699,2949.1833030853
"1910",553.802672147996,2940.10889292196,553.802672147996,2940.10889292196
"1908",554.059609455293,2921.96007259528,554.059609455293,2921.96007259528
"1907",554.31654676259,2912.88566243194,554.31654676259,2912.88566243194
"1905",554.573484069887,2894.73684210526,554.573484069887,2894.73684210526
"1904",554.830421377184,2885.66243194192,554.830421377184,2885.66243194192
"1902",555.087358684481,2867.51361161525,555.087358684481,2867.51361161525
"1901",555.344295991778,2858.43920145191,555.344295991778,2858.43920145191
"1900",555.601233299075,2849.36479128857,555.601233299075,2849.36479128857
"1898",555.858170606372,2831.21597096189,555.858170606372,2831.21597096189
"1897",556.115107913669,2822.14156079855,556.115107913669,2822.14156079855
"1895",556.372045220966,2803.99274047187,556.372045220966,2803.99274047187
"1894",556.628982528263,2794.91833030853,556.628982528263,2794.91833030853
"1892",556.88591983556,2776.76950998185,556.88591983556,2776.76950998185
"1891",557.142857142857,2767.69509981851,557.142857142857,2767.69509981851
"1889",557.399794450154,2749.54627949183,557.399794450154,2749.54627949183
"1887",557.656731757451,2731.39745916515,557.656731757451,2731.39745916515
"1886",557.913669064748,2722.32304900181,557.913669064748,2722.32304900181
"1884",558.170606372045,2704.17422867514,558.170606372045,2704.17422867514
"1882",558.427543679342,2686.02540834846,558.427543679342,2686.02540834846
"1881",558.684480986639,2676.95099818512,558.684480986639,2676.95099818512
"1879",558.941418293936,2658.80217785844,558.941418293936,2658.80217785844
"1878",559.198355601233,2649.7277676951,559.198355601233,2649.7277676951
"1876",559.45529290853,2631.57894736842,559.45529290853,2631.57894736842
"1875",559.712230215827,2622.50453720508,559.712230215827,2622.50453720508
"1873",559.969167523124,2604.3557168784,559.969167523124,2604.3557168784
"1872",560.226104830421,2595.28130671506,560.226104830421,2595.28130671506
