channels,n_back,max_iter,post_optimize,time_mean,time_std,time_min,time_max,n_repeats
2,3,20,True,0.24611110002733766,0.0013732887071404686,0.24457540013827384,0.24846779997460544,5
2,3,20,False,0.24262399999424816,0.002726815872969857,0.23958639986813068,0.24686409998685122,5
2,4,1,True,0.013277680007740855,0.00028616105328160574,0.012923999922350049,0.013681299984455109,5
2,4,1,False,0.013097599986940623,0.0001962454795401872,0.012922799913212657,0.013455500127747655,5
2,4,5,True,0.07840410005301238,0.0005651854711597032,0.07755349995568395,0.07913620001636446,5
2,4,5,False,0.07891359990462661,0.0008048978271432958,0.07807549997232854,0.08027979987673461,5
2,4,10,True,0.1646986000239849,0.000565972803159143,0.16388359991833568,0.16554360021837056,5
2,4,10,False,0.1657007600646466,0.0007334676130818438,0.16493869991973042,0.16705360007472336,5
2,4,15,True,0.2491739599965513,0.0008335953723372252,0.24769919994287193,0.25019720010459423,5
2,4,15,False,0.2511235999874771,0.0016000848299905627,0.24967679986730218,0.2541392999701202,5
2,4,20,True,0.33533274005167185,0.0008894286984320229,0.33450410002842546,0.3367310001049191,5
2,4,20,False,0.33565072002820673,0.0011138567074453713,0.33393109985627234,0.3374071998987347,5
2,5,1,True,0.018499840050935745,0.00011019657030541978,0.01839460013434291,0.018711900105699897,5
2,5,1,False,0.018500880012288688,0.00011869100548242694,0.01833899994380772,0.01867859996855259,5
2,5,5,True,0.11658983998931945,0.0021359873397820786,0.11412629997357726,0.12054249993525445,5
2,5,5,False,0.11458303998224437,0.0005436472138937815,0.11396570014767349,0.11540300003252923,5
2,5,10,True,0.22591017996892332,0.0013997121621303838,0.22414899989962578,0.22763520013540983,5
2,5,10,False,0.22577942004427315,0.0008450012343840094,0.2240951000712812,0.22630289988592267,5
2,5,15,True,0.33948948001489043,0.00411897187034226,0.3349991000723094,0.3457035000901669,5
2,5,15,False,0.3442007599864155,0.0032423490159185437,0.33890159986913204,0.34850510000251234,5
2,5,20,True,0.4480531000066549,0.0007704618216772391,0.4468399998731911,0.4488804000429809,5
2,5,20,False,0.447043040022254,0.0009456314138334422,0.4456587000750005,0.44859870010986924,5
3,2,1,True,0.009748780075460673,0.0002105669267816276,0.009498500032350421,0.010087500093504786,5
3,2,1,False,0.009489839989691972,4.4727971926303884e-05,0.0094200000166893,0.009553799871355295,5
3,2,5,True,0.052695640036836265,0.0008527002031373531,0.051575800171121955,0.05363099998794496,5
3,2,5,False,0.052123520011082294,0.0004439248982111127,0.05138850002549589,0.052627600030973554,5
3,2,10,True,0.10596063998527824,0.000692842950448643,0.10509600001387298,0.10711589991115034,5
3,2,10,False,0.1051918400451541,0.00034002503292314477,0.10455360007472336,0.10551290004514158,5
3,2,15,True,0.15847870004363357,0.0006747173631368992,0.1573135000653565,0.1593422000296414,5
3,2,15,False,0.15830828002654015,0.0012871002832476309,0.15664159995503724,0.16033430001698434,5
3,2,20,True,0.21172166001051665,0.0006933764483725009,0.2103528999723494,0.21222290000878274,5
3,2,20,False,0.21181573993526398,0.0007080397320430777,0.2105264998972416,0.2124222000129521,5
3,3,1,True,0.013651799922809005,0.00015043642689542195,0.013464200077578425,0.013868399895727634,5
3,3,1,False,0.013592059956863523,0.00010308692555640578,0.013482199981808662,0.01373569993302226,5
3,3,5,True,0.07975675999186933,0.0006585478031683251,0.07908340007998049,0.08085219981148839,5
3,3,5,False,0.07919544000178576,0.0005507992209804031,0.07832779991440475,0.07999700005166233,5
3,3,10,True,0.16122126001864673,0.0005326818847349199,0.16031989990733564,0.16172870015725493,5
3,3,10,False,0.1612507200334221,0.0004923247448991624,0.16039520013146102,0.16177759994752705,5
3,3,15,True,0.24378492003306745,0.0009735013919898318,0.24233680008910596,0.24494339991360903,5
3,3,15,False,0.2488898599985987,0.0016288747152512493,0.24702519993297756,0.2513767001219094,5
3,3,20,True,0.33053341996856034,0.0034994304939213756,0.32554470002651215,0.33418980007991195,5
3,3,20,False,0.32648004004731773,0.0005149885012194344,0.325957499910146,0.32733190013095737,5
3,4,1,True,0.018971060030162336,6.488205732123795e-05,0.018858599942177534,0.01905009988695383,5
3,4,1,False,0.0189344999846071,0.00017988352829692494,0.01879160013049841,0.01928930007852614,5
3,4,5,True,0.10768418000079691,0.0012448144302238358,0.10600779997184873,0.10967250005342066,5
3,4,5,False,0.10756145999766886,0.00031467913609437774,0.10717230010777712,0.10794899985194206,5
3,4,10,True,0.22174873999319972,0.0009914491685295269,0.22028500004671514,0.22288619983009994,5
3,4,10,False,0.22177270003594457,0.0004020441242831953,0.22100070002488792,0.22209300007671118,5
3,4,15,True,0.33854148001410067,0.0011210628115269272,0.33698220015503466,0.340135500067845,5
3,4,15,False,0.33903366001322865,0.0013017310045375784,0.3366802001837641,0.3404896999709308,5
3,4,20,True,0.4552041600458324,0.0012279845155403223,0.4533431001473218,0.45662899990566075,5
3,4,20,False,0.45524205998517575,0.0004300712629831979,0.45441040000878274,0.4555822000838816,5
3,5,1,True,0.023907059989869594,0.0004507534545544121,0.023555199848487973,0.024781200103461742,5
3,5,1,False,0.024358359957113863,0.0007342794252307707,0.02336749993264675,0.0254420000128448,5
3,5,5,True,0.15026951991021634,0.0009633302516229588,0.1491706999950111,0.15158819989301264,5
3,5,5,False,0.15032456000335515,0.0009566191312979161,0.1491822001989931,0.15159179992042482,5
3,5,10,True,0.30484350002370775,0.005294780390336529,0.2999312998726964,0.3131643000524491,5
3,5,10,False,0.30713574001565574,0.004862504249347436,0.30053830007091165,0.3117779998574406,5
3,5,15,True,0.4631706201005727,0.006267639803221482,0.455629900097847,0.4706614001188427,5
3,5,15,False,0.4532530000433326,0.0021047141128285284,0.4513117999304086,0.4571033001411706,5
3,5,20,True,0.6038255599327386,0.0006556817800637246,0.6027734999079257,0.6045174999162555,5
3,5,20,False,0.6053384399972856,0.001906951642023486,0.6036741000134498,0.6086399999912828,5
4,2,1,True,0.01096008000895381,0.00012453066775751438,0.010824100114405155,0.011189999990165234,5
4,2,1,False,0.010979940043762326,7.148690403163765e-05,0.010860799811780453,0.011066399980336428,5
4,2,5,True,0.0609952399507165,0.000848014225252603,0.05998669983819127,0.0624851998873055,5
4,2,5,False,0.06244733999483287,0.001861419603744705,0.06070709996856749,0.06572930002585053,5
4,2,10,True,0.12945103999227286,0.0037645723854231546,0.1255000000819564,0.13553160009905696,5
4,2,10,False,0.12645488004200162,0.0010670098998816365,0.12540380004793406,0.12827890017069876,5
4,2,15,True,0.1899655200075358,0.0034775940266816917,0.1839028000831604,0.1944042998366058,5
4,2,15,False,0.18561142003163694,0.0017942001579915935,0.18357670004479587,0.18785260012373328,5
4,2,20,True,0.2450098200701177,0.00038486665062769244,0.24467240017838776,0.24572010012343526,5
4,2,20,False,0.24577338001690804,0.0012713989964654843,0.2445973998401314,0.2478619001340121,5
4,3,1,True,0.015957859996706247,0.00015418756252060645,0.015804999973624945,0.01618200005032122,5
4,3,1,False,0.016059699980542064,0.000425300322000034,0.015745699871331453,0.016898300033062696,5
4,3,5,True,0.0848556799814105,0.0006905291228215247,0.08424640004523098,0.08611869998276234,5
4,3,5,False,0.08433776004239917,0.00036893202891187884,0.08391060004942119,0.08494700002484024,5
4,3,10,True,0.17040660004131497,0.0008180559495067551,0.1692649000324309,0.17179780011065304,5
4,3,10,False,0.1796599800232798,0.007262262685122366,0.16991779999807477,0.19192210002802312,5
4,3,15,True,0.2633979200385511,0.005267914676905255,0.25727000017650425,0.27153369993902743,5
4,3,15,False,0.26102293995209036,0.003060769729840541,0.2577980998903513,0.2664785999804735,5
4,3,20,True,0.3432903199456632,0.0014287321699964057,0.3413037999998778,0.34522529994137585,5
4,3,20,False,0.34237890001386406,0.0007512143014414787,0.34138599992729723,0.34330269997008145,5
4,4,1,True,0.019984459970146418,0.00021738409836485732,0.019714700058102608,0.020238699857145548,5
4,4,1,False,0.01991121992468834,0.00014434928564213562,0.019714899826794863,0.020089899888262153,5
4,4,5,True,0.12488708002492785,0.0005973022611229174,0.12407310004346073,0.125476700020954,5
4,4,5,False,0.125501099973917,0.0013229714419972932,0.12397730001248419,0.1270317998714745,5
4,4,10,True,0.26356240003369746,0.0011094420750961719,0.26160430000163615,0.26498900004662573,5
4,4,10,False,0.2628051200415939,0.005450196871323719,0.25652649998664856,0.27109890012070537,5
4,4,15,True,0.3921920200344175,0.0027509759115738135,0.38890659995377064,0.3964667001273483,5
4,4,15,False,0.39180982001125814,0.0006569680309619338,0.3912151998374611,0.3930868001189083,5
4,4,20,True,0.5262391800526529,0.0005929095437797101,0.5254208999685943,0.5271334999706596,5
4,4,20,False,0.5293336200527847,0.0029487414276685724,0.5256998999975622,0.5326029001735151,5
4,5,1,True,0.026652940036728977,0.00032685814681988423,0.026303900172933936,0.027221300173550844,5
4,5,1,False,0.02648328002542257,0.00030199222460947626,0.026062400080263615,0.02693859999999404,5
4,5,5,True,0.17300660004839302,0.00038361499588080887,0.17230030009523034,0.17345779994502664,5
4,5,5,False,0.17308005993254483,0.0007428298503334709,0.17216189997270703,0.173959800042212,5
4,5,10,True,0.35257234000600873,0.0007770114064178285,0.3515025000087917,0.35350779979489744,5
4,5,10,False,0.3580556399654597,0.004354752388987323,0.3503938999492675,0.36385639989748597,5
4,5,15,True,0.5326950599905104,0.005937336365967469,0.5263008999172598,0.541809800080955,5
4,5,15,False,0.5333140200003982,0.002018280157277574,0.5309156000148505,0.5368223998229951,5
4,5,20,True,0.7109261600300669,0.0024003641904557717,0.7082454001065344,0.7138378000818193,5
4,5,20,False,0.7127621999941767,0.0058333179534609215,0.7084574999753386,0.7242018000688404,5
5,2,1,True,0.011871979990974068,0.0005395523355301051,0.01144560007378459,0.012929399963468313,5
5,2,1,False,0.0115058199968189,8.242517930820901e-05,0.011412200052291155,0.011656499933451414,5
5,2,5,True,0.06269684005528689,0.0009297405504865344,0.061598600121214986,0.06434649997390807,5
5,2,5,False,0.062458499986678365,0.000247570482766964,0.06201100000180304,0.06272709998302162,5
5,2,10,True,0.12570849996991457,0.000742873503212868,0.1243722999934107,0.12639780016615987,5
5,2,10,False,0.133567520044744,0.006680299838434015,0.1261265000794083,0.14294260018505156,5
5,2,15,True,0.20247097993269564,0.0040558598678626335,0.19522159988991916,0.2075567999854684,5
5,2,15,False,0.19907634006813169,0.0013487553954891188,0.19713910017162561,0.2005364999640733,5
5,2,20,True,0.2591359200887382,0.008972489895733928,0.25157180009409785,0.27492430014535785,5
5,2,20,False,0.25317534008063375,0.0003980799275888419,0.2525861000176519,0.25370250013656914,5
5,3,1,True,0.01723215994425118,0.000146349894391663,0.017016000114381313,0.017455099849030375,5
5,3,1,False,0.017104339972138404,0.00015498373022513224,0.01695799990557134,0.01739419996738434,5
5,3,5,True,0.09907175996340811,0.0007720464947950441,0.09802019991911948,0.10003790003247559,5
5,3,5,False,0.0985040399711579,0.0005513605191974697,0.09741810010746121,0.09887539991177619,5
5,3,10,True,0.20014900001697242,0.0005363910900086723,0.1992822999600321,0.20075289998203516,5
5,3,10,False,0.20025171996094288,0.0012621658622110382,0.19831319991499186,0.2017723999451846,5
5,3,15,True,0.30153441997244956,0.0009030127789982894,0.29993849992752075,0.3025968000292778,5
5,3,15,False,0.3018933999352157,0.00089238174849123,0.30043689999729395,0.30314069986343384,5
5,3,20,True,0.4033236799761653,0.0005983171798753605,0.40252200001850724,0.4040367000270635,5
5,3,20,False,0.40359433996491134,0.0012748676495113822,0.401555199874565,0.4050640999339521,5
5,4,1,True,0.02103103995323181,0.00012911603102329933,0.020921299932524562,0.021280699875205755,5
5,4,1,False,0.02143880003131926,0.0005141978116241625,0.02096439991146326,0.022275000112131238,5
5,4,5,True,0.1414021600037813,0.0017686658128540274,0.1395996999926865,0.14474619994871318,5
5,4,5,False,0.14121159994974733,0.001618807131611741,0.13962679984979331,0.14432840002700686,5
5,4,10,True,0.29687939998693763,0.0020737474443980027,0.29449830017983913,0.3005835998337716,5
5,4,10,False,0.2916479000356048,0.0044770715427446045,0.2879256000742316,0.3003396999556571,5
5,4,15,True,0.4402371999807656,0.0021511268582267897,0.43897280003875494,0.44452330004423857,5
5,4,15,False,0.4395974199753255,0.00045020970121702566,0.43891479982994497,0.44032400008291006,5
5,4,20,True,0.5887233000248671,0.0006920681871043057,0.5879439001437277,0.5898522001225501,5
5,4,20,False,0.5867710599675775,0.00352625189566298,0.582365799928084,0.5910374999511987,5
5,5,1,True,0.027826699940487743,0.00036588232158423303,0.027518299873918295,0.028483300004154444,5
5,5,1,False,0.028412900026887657,0.00030374016528724113,0.028011800022795796,0.02874770015478134,5
5,5,5,True,0.1926552399992943,0.002090534760648615,0.19068110012449324,0.19662059983238578,5
5,5,5,False,0.1908826799597591,0.0009238242318693027,0.1897827999200672,0.19208219996653497,5
5,5,10,True,0.4026775000151247,0.004448304963935052,0.39511300018057227,0.40847839997150004,5
5,5,10,False,0.39766290010884403,0.007184743220566062,0.3917416001204401,0.41162340017035604,5
5,5,15,True,0.597968180058524,0.0035331887003239183,0.5934878000989556,0.6022336999885738,5
5,5,15,False,0.5956902600359172,0.0019592083253337127,0.5925390000920743,0.5978474000003189,5
5,5,20,True,0.795410880073905,0.004030243185608431,0.7914378000423312,0.8024299000389874,5
5,5,20,False,0.8038801399990916,0.012289497180564865,0.7932400999125093,0.8217263000551611,5
6,2,1,True,0.014127220073714853,0.00021882853755405274,0.013888200046494603,0.014531100168824196,5
6,2,1,False,0.014396579936146736,0.0005754646166225969,0.013838999904692173,0.015449200058355927,5
6,2,5,True,0.07742181993089617,0.001108949430476728,0.07589320000261068,0.07882469985634089,5
6,2,5,False,0.07449211999773979,0.0003935523744153372,0.07396099995821714,0.07518190005794168,5
6,2,10,True,0.15026257997378706,0.0005075163241590593,0.1492798998951912,0.15070739993825555,5
6,2,10,False,0.15063649993389844,0.0009023429385458463,0.15012099989689887,0.15243469993583858,5
6,2,15,True,0.2259577600285411,0.0011212634341250312,0.22441400005482137,0.2274364000186324,5
6,2,15,False,0.22567274002358317,0.0008911201950252594,0.2241617999970913,0.22648929990828037,5
6,2,20,True,0.31383337997831406,0.008468308641967888,0.30163119989447296,0.3269273000769317,5
6,2,20,False,0.30433317995630205,0.0028745260310668193,0.30095930001698434,0.3082342999987304,5
6,3,1,True,0.0196609400678426,0.00017599205846365016,0.019366699969395995,0.019913500174880028,5
6,3,1,False,0.01977542005479336,0.00010428802634915805,0.019666600041091442,0.019941400038078427,5
6,3,5,True,0.10972393997944892,0.000662899903898271,0.10857899999246001,0.11049390002153814,5
6,3,5,False,0.10942821996286511,0.00036558636710895727,0.10916940006427467,0.11014849995262921,5
6,3,10,True,0.2214583600871265,0.0011607938644458216,0.2198779999744147,0.2231696001254022,5
6,3,10,False,0.22733970005065202,0.0007818194279718471,0.22645950014702976,0.2285231000278145,5
6,3,15,True,0.3384631399996579,0.0034654425010608985,0.33363469992764294,0.34220780013129115,5
6,3,15,False,0.33488928000442686,0.0023457359441612542,0.33216849993914366,0.339127300074324,5
6,3,20,True,0.45588571997359395,0.005188765295962536,0.4463967999909073,0.461273199878633,5
6,3,20,False,0.4452668400481343,0.0011846241952867145,0.44423720007762313,0.44741300004534423,5
6,4,1,True,0.027898199995979665,0.0002759364910178647,0.027663500048220158,0.028412799816578627,5
6,4,1,False,0.027793020009994507,0.0005815528758371728,0.02736199996434152,0.02892079995945096,5
6,4,5,True,0.16075830003246666,0.00047034470384503356,0.16020990000106394,0.16135390009731054,5
6,4,5,False,0.160086639970541,0.0005703806368982678,0.15907919988967478,0.1608346002176404,5
6,4,10,True,0.3246828400529921,0.0018473426650479274,0.3234244000632316,0.3282677000388503,5
6,4,10,False,0.3243597600609064,0.0014228613308609843,0.32293409993872046,0.32700420008040965,5
6,4,15,True,0.4893991800490767,0.001869215589834899,0.4876879001967609,0.4928210999350995,5
6,4,15,False,0.4919468600302935,0.0015589565572232409,0.4900307999923825,0.49445779994130135,5
6,4,20,True,0.666852580010891,0.00786296462521175,0.6557186997961253,0.6757561999838799,5
6,4,20,False,0.655374460015446,0.0011052087559303495,0.654151099966839,0.65719940001145,5
6,5,1,True,0.03415756002068519,0.00035072089440390673,0.033642000053077936,0.0345741999335587,5
6,5,1,False,0.03405536003410816,0.00027514485518047587,0.03374009998515248,0.0344412000849843,5
6,5,5,True,0.22073792004957796,0.0015331050216388542,0.21939750015735626,0.22357439994812012,5
6,5,5,False,0.22125738002359868,0.002255535042179738,0.21888850000686944,0.22520780004560947,5
6,5,10,True,0.45745042003691194,0.0009547572349054838,0.4560285999905318,0.45856430009007454,5
6,5,10,False,0.45658343997783957,0.0011324255509550277,0.4554321998730302,0.45844849990680814,5
6,5,15,True,0.6950932000298053,0.002411627379916868,0.6930124999489635,0.699696300085634,5
6,5,15,False,0.7221998599823565,0.018459943220625052,0.7003625999204814,0.7545878998935223,5
6,5,20,True,0.9389778999146075,0.0009121002806637691,0.938090099953115,0.9405531999655068,5
6,5,20,False,0.9376979599706828,0.0016616810263952574,0.934910399839282,0.939722300041467,5
7,2,1,True,0.015223339991644025,0.0001065736162628478,0.015108800027519464,0.015422499971464276,5
7,2,1,False,0.015413799975067376,0.00025129560544967847,0.015147200087085366,0.01585159986279905,5
7,2,5,True,0.08446804005652667,0.0004809731733527103,0.08377850009128451,0.0852725999429822,5
7,2,5,False,0.08438389990478753,0.00018161139144395544,0.08413459989242256,0.08454660000279546,5
7,2,10,True,0.16958101992495359,0.0006608968041350895,0.1685648998245597,0.17053639981895685,5
7,2,10,False,0.16967460000887513,0.0005567260327705101,0.1688023000024259,0.17041129991412163,5
7,2,15,True,0.2586090600118041,0.001956627697910575,0.25670630019158125,0.2621631999500096,5
7,2,15,False,0.259945120010525,0.00426721961969071,0.2566136000677943,0.26816749991849065,5
7,2,20,True,0.3415431599598378,0.0011030643428844296,0.3400387999136001,0.3432022000197321,5
7,2,20,False,0.34091880000196395,0.0010756548261695016,0.339413900161162,0.34197079995647073,5
7,3,1,True,0.036961240042001006,0.000786456525388177,0.03605569992214441,0.03839000011794269,5
7,3,1,False,0.03722357996739447,0.0009434254211202416,0.036066100001335144,0.038363799918442965,5
7,3,5,True,0.1403207999654114,0.00020994058986675701,0.14003269979730248,0.140643100021407,5
7,3,5,False,0.14035793994553386,0.00040625001851866006,0.13993119983933866,0.1410795000847429,5
7,3,10,True,0.27117184000089767,0.0021354906287920587,0.26860859990119934,0.2741616000421345,5
7,3,10,False,0.274708419945091,0.0025009078066743806,0.2718926998786628,0.2779765999875963,5
7,3,15,True,0.3979014000389725,0.0017597789336654265,0.39591670013032854,0.400663600070402,5
7,3,15,False,0.3970951000228524,0.0009558428732107872,0.39571160008199513,0.3984693998936564,5
7,3,20,True,0.5282538000494241,0.0039487839378943655,0.5250552000943571,0.5360012999735773,5
7,3,20,False,0.5300265000667423,0.007657520956746622,0.5207133002113551,0.5385259999893606,5
7,4,1,True,0.04440566003322601,0.0004973528781317807,0.043672199826687574,0.04522450012154877,5
7,4,1,False,0.04432327998802066,0.0005274515812688757,0.04347910010255873,0.04488449986092746,5
7,4,5,True,0.20419312003068626,0.0024532952481837508,0.20175100001506507,0.20878840005025268,5
7,4,5,False,0.20275171999819577,0.0011462143240506312,0.20115149999037385,0.20457429997622967,5
7,4,10,True,0.41203014003112914,0.0020342925088299435,0.40909710014238954,0.4153256001882255,5
7,4,10,False,0.4125107600353658,0.0013805278884736459,0.4101065001450479,0.4141184000764042,5
7,4,15,True,0.6263970599975437,0.009416353666349986,0.6147252998780459,0.6346510001458228,5
7,4,15,False,0.6219525600317866,0.007618601573571679,0.6140757999382913,0.6362350999843329,5
7,4,20,True,0.8348652599845081,0.01089334434393533,0.8185455000493675,0.8493704998400062,5
7,4,20,False,0.8271446200087667,0.002093692695493496,0.8238361000549048,0.8292700001038611,5
7,5,1,True,0.052092819940298796,0.0008009258328533939,0.05110540008172393,0.05346059985458851,5
7,5,1,False,0.05110519998706877,0.00037010396144106954,0.050631700083613396,0.05173459998331964,5
7,5,5,True,0.25950713995844127,0.001533839739302411,0.2568206998985261,0.2610251000151038,5
7,5,5,False,0.2572405599988997,0.0016365047015396168,0.25556989992037416,0.26008090004324913,5
7,5,10,True,0.512042579986155,0.0009929810316568666,0.510622899979353,0.5133939001243562,5
7,5,10,False,0.5208589000161737,0.01019091490742859,0.5103690000250936,0.5369315999560058,5
7,5,15,True,0.7770950000267476,0.011843720533164999,0.7636800000909716,0.7959261999931186,5
7,5,15,False,0.7578072600532323,0.0038214541862696626,0.7542906000744551,0.7652458001393825,5
7,5,20,True,1.021755679976195,0.0027292925309665185,1.0192442999687046,1.0266136000864208,5
7,5,20,False,1.022595140011981,0.00931316851926626,1.0113602001219988,1.0380492999684066,5
8,2,1,True,0.015287140011787414,0.0002884088664922336,0.014959099935367703,0.015757800079882145,5
8,2,1,False,0.015202939976006746,0.00030861229857162754,0.014934100210666656,0.015798899810761213,5
8,2,5,True,0.09365554000250995,0.0007881895952532261,0.09241300006397069,0.09468149999156594,5
8,2,5,False,0.0937593599781394,0.0017239932187627911,0.09238509996794164,0.09708820004016161,5
8,2,10,True,0.19745908002369106,0.000832325645204769,0.19587219995446503,0.1983179000671953,5
8,2,10,False,0.19767154003493487,0.0011846349723730924,0.1961870000232011,0.1991336999926716,5
8,2,15,True,0.2925065199378878,0.0018327103550100563,0.2905128998681903,0.29570549982599914,5
8,2,15,False,0.29391719996929166,0.0012356317541701476,0.29235669993795455,0.29565400001592934,5
8,2,20,True,0.38844643998891115,0.001551171712742903,0.3862536000087857,0.3906847999896854,5
8,2,20,False,0.390937320003286,0.0028773759931338817,0.385388599941507,0.39344330015592277,5
8,3,1,True,0.02420019996352494,0.0001149511294707696,0.02406720002181828,0.02440820005722344,5
8,3,1,False,0.024598719971254467,0.000548015033264716,0.02394290012307465,0.025453099980950356,5
8,3,5,True,0.1577207399532199,0.0006530658955999729,0.15674979984760284,0.15854699979536235,5
8,3,5,False,0.15748668001033367,0.0008738024325780601,0.1562162002082914,0.15845820005051792,5
8,3,10,True,0.3191614199895412,0.0028446346892028874,0.3166494998149574,0.32472350005991757,5
8,3,10,False,0.3272800200153142,0.001582062570163183,0.3253287998959422,0.329243800137192,5
8,3,15,True,0.48788169999606906,0.008202296614338337,0.4808263999875635,0.498232799815014,5
8,3,15,False,0.48282560002990066,0.0029923944137297378,0.4805751000531018,0.48872580006718636,5
